GENESIS-Tabelle: Temporär
Bevölkerung: Kreise, Stichtag, Geschlecht, Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2014;09565;Schwabach, kreisfreie Stadt;559;532;747;993;684;455;1090;1112;1231;1126;1268;1756;1701;1422;1063;2085;1573;505;440;630;914;585;411;1075;1223;1102;1222;1338;1859;1715;1293;1226;2358;2648
31.12.2014;09571;Ansbach, Landkreis;2351;2316;3346;4729;3390;2292;5784;5323;5299;4994;5884;7616;8142;6890;5820;7995;7306;2195;2267;3094;4385;3159;2029;5026;4902;5076;5035;5822;7522;7731;6736;5606;8228;11129
31.12.2014;09572;Erlangen-Höchstadt, Landkreis;1826;1875;2561;3359;2293;1475;3825;3676;3968;3831;4391;5751;5962;5105;4260;6706;5094;1726;1682;2434;3212;2116;1329;3271;3527;3936;4053;4443;5843;5845;5200;4340;6842;7073
31.12.2014;09573;Fürth, Landkreis;1464;1482;1984;2607;1867;1220;2918;2775;3030;3239;3560;5065;5119;4220;3590;6166;4821;1443;1387;1884;2521;1727;1119;2571;2914;3343;3414;3788;5198;5184;4343;3789;6834;7261
31.12.2014;09574;Nürnberger Land, Landkreis;2105;2129;2901;4102;2735;1881;4468;4250;4442;4602;5329;7481;7507;6241;5127;8809;7265;2001;1830;2623;3739;2584;1688;4150;4167;4677;4631;5581;7373;7400;6255;5522;9670;10653
31.12.2014;09575;Neustadt an der Aisch-Bad Windsheim, Landkreis;1259;1201;1795;2579;1762;1139;2917;2852;2876;2641;3037;4187;4445;3862;3321;4625;4033;1186;1146;1636;2349;1727;1043;2681;2551;2755;2682;3154;4202;4348;3719;3226;4705;6167
31.12.2014;09576;Roth, Landkreis;1566;1569;2169;3121;2216;1544;3684;3406;3457;3489;4032;5693;5651;4770;3800;6133;5001;1523;1508;2151;3005;2166;1395;3192;3222;3420;3518;4116;5565;5507;4661;3907;6589;7144
31.12.2014;09577;Weißenburg-Gunzenhausen, Landkreis;1094;1190;1659;2396;1657;1111;2778;2800;2595;2594;2873;3848;4327;3576;3018;4494;3972;1061;1047;1548;2276;1509;1008;2485;2498;2502;2498;2720;3788;4065;3467;3050;4807;6207
31.12.2014;09661;Aschaffenburg, kreisfreie Stadt;881;855;1120;1520;964;635;1905;2349;2410;2215;2229;2743;2823;2405;2089;3042;2494;882;809;1163;1484;950;625;1933;2393;2420;2103;2180;2845;2783;2481;2248;3703;4486
31.12.2014;09662;Schweinfurt, kreisfreie Stadt;699;647;903;1116;700;524;1589;1866;1796;1371;1415;1865;1930;1791;1511;2583;2577;609;626;818;1024;680;497;1603;1638;1541;1379;1461;1803;1925;1963;1867;3088;4205
31.12.2014;09663;Würzburg, kreisfreie Stadt;1553;1252;1648;2044;1413;1182;5682;6538;4980;3713;3313;4151;4160;3447;3033;5306;5141;1462;1167;1499;1831;1280;1386;7684;7175;5017;3227;3128;4255;4438;3907;3593;6056;8558
31.12.2014;09671;Aschaffenburg, Landkreis;2131;2074;2969;4258;2963;2058;5072;4879;4961;4755;5473;7889;8101;6830;5626;8348;7452;1968;1987;2915;4074;2774;1817;4536;4507;4821;4772;5691;7738;8049;6464;5644;8761;10419
31.12.2014;09672;Bad Kissingen, Landkreis;1160;1207;1648;2389;1574;1159;2937;2891;2823;2596;3106;4247;4597;4113;3614;5305;5048;1177;1157;1637;2340;1651;1041;2512;2552;2581;2622;3123;4230;4588;4051;3639;5686;7900
31.12.2014;09673;Rhön-Grabfeld, Landkreis;941;1014;1399;1994;1416;972;2358;2261;2185;2050;2416;3301;3686;3236;2793;3786;3656;945;919;1368;1976;1304;846;2151;2046;2220;2047;2534;3297;3549;3106;2751;3839;5314
31.12.2014;09674;Haßberge, Landkreis;1087;1027;1496;2137;1507;996;2649;2455;2562;2246;2654;3618;4031;3445;2894;3959;3291;1033;1026;1293;2036;1452;922;2241;2283;2381;2190;2623;3513;3911;3326;2841;3940;5087
31.12.2014;09675;Kitzingen, Landkreis;1165;1045;1484;2207;1471;1074;2854;2741;2621;2494;2834;3893;4010;3390;2986;4188;3687;1030;1016;1500;2167;1470;959;2513;2437;2483;2527;2828;3731;3950;3298;2719;4234;5486
31.12.2014;09676;Miltenberg, Landkreis;1619;1585;2291;3306;2375;1616;3891;3575;3620;3506;4191;5726;5788;4846;4169;6095;5472;1587;1588;2060;3110;2190;1390;3341;3305;3560;3622;4367;5535;5627;4738;4152;6341;7757
31.12.2014;09677;Main-Spessart, Landkreis;1458;1400;2062;2991;2127;1482;3801;3620;3541;3370;3893;5401;5951;5119;4474;6229;5725;1417;1401;1934;2920;1982;1261;3203;3167;3278;3383;3906;5522;5660;4976;4320;6475;8466
31.12.2014;09678;Schweinfurt, Landkreis;1427;1425;1973;2807;1944;1388;3489;3329;3326;2975;3482;4824;5346;4517;3869;5459;5115;1332;1320;1760;2726;1899;1192;3104;3097;3049;3060;3458;4842;5108;4453;3761;5826;7065
31.12.2014;09679;Würzburg, Landkreis;2136;2112;2832;3965;2709;1795;4659;4684;4647;4615;5015;6735;7047;6108;5365;7777;6736;1938;1984;2706;3703;2471;1747;4349;4402;4534;4713;5042;6610;7182;6268;5628;8029;9010
31.12.2014;09761;Augsburg, kreisfreie Stadt;3934;3358;4712;5742;3825;2710;9889;11884;10998;9751;9489;10962;10529;8816;7022;12604;10958;3745;3290;4433;5640;3595;2897;10663;11926;10728;8989;8835;9792;9819;8780;8021;14853;17922
31.12.2014;09762;Kaufbeuren, kreisfreie Stadt;538;474;699;1012;711;472;1192;1344;1376;1229;1250;1669;1785;1503;1281;2096;1828;555;513;752;967;610;387;1183;1236;1202;1110;1249;1615;1786;1512;1284;2486;3108
31.12.2014;09763;Kempten (Allgäu), kreisfreie Stadt;834;806;1198;1406;945;679;2293;2459;2457;1954;2006;2535;2418;2180;1741;3491;2870;797;694;979;1430;901;686;2272;2218;2054;1901;1951;2400;2408;2299;1998;3940;4424
31.12.2014;09764;Memmingen, kreisfreie Stadt;598;531;713;1044;664;457;1293;1371;1451;1329;1353;1736;1737;1430;1156;2053;1759;592;500;743;970;644;410;1191;1287;1307;1252;1256;1527;1700;1507;1380;2367;2893
31.12.2014;09771;Aichach-Friedberg, Landkreis;1813;1747;2399;3432;2338;1580;3837;3741;3854;3807;4347;6064;5845;4656;3782;6162;4837;1735;1708;2304;3369;2289;1460;3433;3471;3724;3805;4309;5852;5634;4594;3836;6540;6990
31.12.2014;09772;Augsburg, Landkreis;3321;3248;4567;6325;4276;2991;7244;6856;6959;6986;8105;10945;10849;8787;7123;12130;9390;3093;3059;4203;6115;4135;2639;6482;6267;6819;7179;8022;10909;10602;8749;7480;13075;13767
31.12.2014;09773;Dillingen an der Donau, Landkreis;1193;1259;1731;2498;1715;1204;2940;2909;2737;2731;3113;4058;4109;3552;2868;4305;3574;1113;1177;1630;2378;1643;1121;2640;2561;2533;2688;3041;4030;4003;3493;2912;4505;5514
31.12.2014;09774;Günzburg, Landkreis;1629;1646;2250;3241;2324;1496;4040;3801;3658;3673;4147;5319;5431;4596;3680;5697;4474;1493;1549;2113;3074;2088;1422;3459;3362;3507;3482;4087;5112;5260;4482;3586;5851;6799
31.12.2014;09775;Neu-Ulm, Landkreis;2265;2288;2993;4213;2800;1811;5216;5454;5546;5151;5754;6933;6956;5928;4837;8144;6532;2183;2189;3029;4098;2671;1797;4670;5186;5391;4843;5553;6885;6883;5967;5263;8868;9550
31.12.2014;09776;Lindau (Bodensee), Landkreis;1001;999;1338;2129;1480;871;2189;2264;2239;2160;2467;3420;3404;2803;2261;4313;3570;926;931;1406;1945;1359;901;1927;2092;2134;2193;2644;3542;3440;2722;2408;4610;5299
31.12.2014;09777;Ostallgäu, Landkreis;1864;1749;2550;3625;2421;1659;4212;4018;3900;3848;4414;5930;5741;4855;4120;6974;5643;1729;1750;2520;3507;2410;1495;3720;3483;3907;3729;4438;5736;5779;4764;4158;7371;7875
31.12.2014;09778;Unterallgäu, Landkreis;1797;1853;2560;3659;2695;1736;4340;4146;4036;3969;4714;6195;6102;4889;4170;6814;5773;1763;1718;2414;3502;2438;1611;3810;3619;3733;3856;4384;5788;5766;4832;4005;7402;8623
31.12.2014;09779;Donau-Ries, Landkreis;1785;1715;2404;3524;2341;1567;4165;4169;4113;4086;4387;5781;5679;4856;3948;6047;5106;1661;1630;2316;3350;2217;1454;3579;3626;3693;3745;4254;5197;5551;4539;3883;6218;7617
31.12.2014;09780;Oberallgäu, Landkreis;1897;1942;2701;3721;2684;1783;4416;4142;4043;4034;4762;6591;6552;5306;4501;8346;6688;1844;1699;2487;3634;2463;1571;3935;3857;4160;4364;4909;6591;6592;5480;4881;8991;9414
31.12.2014;10041;Regionalverband Saarbrücken, Landkreis;3766;3596;4856;6737;4691;3459;10502;11561;11045;8634;9202;12586;13591;12416;10745;16661;14555;3533;3596;4655;6291;4398;3107;10096;10337;9503;8766;9424;12927;13959;12887;11815;18597;23110
31.12.2014;10042;Merzig-Wadern, Landkreis;1098;1228;1741;2526;1610;1153;2808;2864;2733;2772;3280;4429;4886;4392;3775;4784;4545;1039;1103;1581;2321;1577;1009;2430;2657;2903;2802;3226;4381;4796;4214;3768;5422;7134
31.12.2014;10043;Neunkirchen, Landkreis;1420;1337;1869;2796;2024;1361;3814;3838;3857;3278;3716;5545;6154;5683;4798;7004;6428;1323;1350;1830;2513;1853;1271;3298;3582;3546;3505;3840;5563;6273;5568;4929;7694;10161
31.12.2014;10044;Saarlouis, Landkreis;2232;2042;2948;4173;2851;1979;5731;5978;5448;5132;5471;7979;9006;8097;7272;9935;9180;2146;2131;2825;4036;2902;1978;4981;5081;5256;5011;5683;8100;9116;8330;7378;10889;14335
31.12.2014;10045;Saarpfalz-Kreis;1553;1449;2069;2994;2129;1551;4165;4000;3981;3467;3897;5990;6414;5913;5099;7500;7354;1447;1472;2084;2807;1963;1390;3947;3735;3738;3736;4167;5916;6476;6199;5400;8307;11223
31.12.2014;10046;Sankt Wendel, Landkreis;881;894;1226;1893;1326;992;2444;2413;2339;2204;2546;3696;4353;3885;3444;4582;4328;825;876;1304;1778;1278;859;2178;2173;2245;2234;2601;3763;4213;3731;3421;4911;6423
31.12.2014;11000;Berlin, kreisfreie Stadt;54725;48989;60213;69970;41564;28624;96720;145347;148319;122990;114294;138490;139052;107694;93789;164709;120791;51780;47001;57187;66722;39662;28397;102424;151187;144385;119448;109280;130976;133996;108701;104593;186990;190840
31.12.2014;12051;Brandenburg an der Havel, kreisfreie Stadt;877;776;1030;1169;708;448;1527;2731;2485;2110;1929;2629;3158;2785;2532;4122;3882;893;828;1013;1159;620;367;1292;2383;2234;1683;1704;2477;3080;2833;2751;4863;5954
31.12.2014;12052;Cottbus, kreisfreie Stadt;1254;1218;1447;1783;1008;783;2904;4391;3848;2703;2658;3639;4272;3645;3527;5070;4740;1129;1139;1384;1603;1003;584;2645;3575;3019;2518;2562;3345;4281;4036;3984;6205;7589
31.12.2014;12053;Frankfurt (Oder), kreisfreie Stadt;638;649;928;1030;573;379;1371;2044;1867;1576;1507;2007;2550;2416;2300;2970;2754;623;623;838;1030;610;441;1587;1878;1615;1594;1514;1966;2640;2604;2421;3552;4554
31.12.2014;12054;Potsdam, kreisfreie Stadt;2761;2649;3295;3499;1739;1141;3964;6774;6525;6201;5324;5960;6248;4841;4416;6887;6512;2618;2456;3089;3208;1737;1130;4306;7324;7143;5990;5230;5834;6222;5196;5277;8376;10170
31.12.2014;12060;Barnim, Landkreis;2186;2352;3128;3791;2183;1232;2872;4753;5265;5249;5528;7475;8929;7514;6698;9690;7665;2059;2205;2980;3451;1993;1036;2636;4404;4891;5282;5291;7377;8757;7591;6966;10252;11300
31.12.2014;12061;Dahme-Spreewald, Landkreis;2028;2075;2771;3378;1941;1145;2870;4507;4916;4797;5181;7105;8045;6904;5953;8654;7819;1877;2040;2582;3317;1996;1061;2615;4018;4649;4476;5012;6842;7739;6708;6016;9432;11483
31.12.2014;12062;Elbe-Elster, Landkreis;1026;1078;1533;2076;1223;624;1750;2934;3115;2814;3372;4311;5204;4914;4506;5944;5390;1019;1081;1569;1975;1198;548;1327;2404;2459;2365;2931;4128;5097;4804;4488;6838;8952
31.12.2014;12063;Havelland, Landkreis;1958;2138;2839;3823;2410;1372;2991;4076;4191;4335;4865;7254;8171;6402;5459;8041;6465;1842;1979;2625;3593;2146;1120;2330;3722;4239;4406;4973;7386;7759;6247;5602;8897;9752
31.12.2014;12064;Märkisch-Oderland, Landkreis;2370;2450;3290;3997;2224;1299;2964;4891;5462;5723;5878;8069;10233;8742;7435;9654;8712;2170;2301;3055;3691;2195;1158;2500;4572;5293;5351;5489;7893;10051;8295;7419;10434;13162
31.12.2014;12065;Oberhavel, Landkreis;2553;2766;3730;4833;2837;1703;3621;5335;5880;5908;6358;9377;10710;8572;7329;10650;8752;2543;2606;3561;4613;2590;1424;3140;5042;5944;6031;6647;9498;10080;8105;7458;11492;13210
31.12.2014;12066;Oberspreewald-Lausitz, Landkreis;1221;1227;1597;2116;1248;742;1933;3275;3437;3259;3442;4489;5542;4839;4544;6433;6012;1156;1220;1599;1978;1160;578;1604;2863;2712;2604;2986;4310;5213;4909;4834;7952;9862
31.12.2014;12067;Oder-Spree, Landkreis;2057;2225;2820;3625;2204;1367;3027;4894;5076;5081;5312;7386;8650;7964;7208;9791;8947;2043;2077;2895;3390;2021;1069;2491;4413;4773;4612;4966;7125;8706;7777;7404;10988;13439
31.12.2014;12068;Ostprignitz-Ruppin, Landkreis;1161;1210;1607;2015;1209;674;1747;2935;2994;2743;2895;4048;5045;4778;4157;5323;4599;1110;1072;1467;1850;1135;599;1484;2569;2735;2533;2676;3886;4960;4638;4093;5695;7244
31.12.2014;12069;Potsdam-Mittelmark, Landkreis;2570;2865;4112;5155;3064;1599;3425;5050;5614;6016;6882;9586;10913;9197;7744;10303;8625;2430;2722;3852;5008;3011;1511;2834;4561;5478;6167;6685;9633;10442;8636;7560;11260;12988
31.12.2014;12070;Prignitz, Landkreis;825;832;1072;1519;907;521;1380;2367;2147;1913;2219;3057;4113;3640;3271;4328;4214;773;748;1070;1315;865;460;1140;1831;1765;1583;1964;3007;3944;3533;3371;5085;6771
31.12.2014;12071;Spree-Neiße, Landkreis;1220;1260;1843;2279;1416;708;1821;2943;3298;2994;3571;4937;6283;5826;5209;6682;5856;1164;1221;1682;2135;1268;629;1457;2510;2834;2795;3323;4763;6051;5603;5333;7581;9535
31.12.2014;12072;Teltow-Fläming, Landkreis;2058;2089;2894;3640;2096;1239;3008;4919;5137;4834;5300;7294;8284;6785;5676;8155;6873;1983;2020;2656;3396;1950;1139;2608;4430;4710;4570;4892;7025;7841;6411;5660;9098;10818
31.12.2014;12073;Uckermark, Landkreis;1361;1387;1896;2378;1463;751;2019;3365;3247;3122;3337;4904;6102;5788;5132;6966;6042;1230;1246;1764;2388;1376;761;1770;2864;2860;2940;3173;4727;6132;5592;5271;7887;9588
31.12.2014;13001;Greifswald, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13002;Neubrandenburg, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13003;Rostock, kreisfreie Stadt;2790;2412;2808;3483;1867;1563;6613;10604;8849;6633;5420;6850;7612;6637;6261;9850;9641;2725;2475;2999;3235;1825;1665;7228;9602;7274;5071;4660;6406;7607;7010;7117;12276;15099
31.12.2014;13004;Schwerin, kreisfreie Stadt;1210;1266;1551;1836;948;697;2029;3440;3211;2772;2510;2999;3419;3240;3300;4898;4498;1157;1154;1413;1689;933;682;1995;3094;2995;2618;2391;3260;3928;3709;3797;5955;7544
31.12.2014;13005;Stralsund, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13006;Wismar, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13051;Bad Doberan, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13052;Demmin, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13053;Güstrow, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13054;Ludwigslust, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13055;Mecklenburg-Strelitz, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13056;Müritz, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13057;Nordvorpommern, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13058;Nordwestmecklenburg, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13059;Ostvorpommern, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13060;Parchim, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13061;Rügen, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13062;Uecker-Randow, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;13071;Mecklenburgische Seenplatte, Landkreis;3205;3215;4280;5336;3056;1699;4539;8148;7877;7540;7577;10056;13191;12191;10869;13505;12065;2925;3174;4174;5165;2937;1572;4174;7057;7133;6657;6794;9852;12783;12212;11403;15207;20165
31.12.2014;13072;Rostock, Landkreis;2637;2802;3751;4717;2702;1456;3332;5975;6460;6459;6463;9130;11321;9795;8797;10919;9032;2510;2729;3647;4457;2556;1244;2822;5141;5908;5619;5993;8652;10755;9556;8739;11765;14037
31.12.2014;13073;Vorpommern-Rügen, Landkreis;2594;2759;3534;4411;2500;1417;4284;7032;6884;6398;6325;8813;11138;9900;9022;12028;10877;2556;2666;3476;4198;2332;1374;3649;5963;6329;5762;5823;8574;10709;9999;9282;13617;17245
31.12.2014;13074;Nordwestmecklenburg, Landkreis;1912;2088;2655;3462;1974;1182;3168;5050;5071;4809;4926;6515;7534;6639;6086;7671;6619;1842;1997;2573;3309;1842;1005;2696;4517;4634;4179;4429;6170;7132;6596;6014;8517;10611
31.12.2014;13075;Vorpommern-Greifswald, Landkreis;2803;2938;3878;4711;2649;1620;5545;8328;7552;6782;6678;8696;11291;10712;9671;11887;10968;2768;2875;3659;4452;2558;1623;5367;7873;6938;5966;5964;8494;11020;10480;9684;13212;18055
31.12.2014;13076;Ludwigslust-Parchim, Landkreis;2633;2652;3479;4657;2691;1486;3946;6459;6735;6338;6657;9016;11074;10114;8855;10670;8685;2512;2560;3363;4469;2638;1278;3089;5378;5727;5431;6039;8567;10634;9645;8906;11449;14799
31.12.2014;14161;Chemnitz, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14166;Plauen, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14167;Zwickau, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14171;Annaberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14173;Chemnitzer Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14177;Freiberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14178;Vogtlandkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14181;Mittlerer Erzgebirgskreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14182;Mittweida, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14188;Stollberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14191;Aue-Schwarzenberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14193;Zwickauer Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14262;Dresden, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14263;Görlitz, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14264;Hoyerswerda, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14272;Bautzen, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14280;Meißen, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14284;Niederschlesischer Oberlausitzkreis (b.31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14285;Riesa-Großenhain, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14286;Löbau-Zittau, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14287;Sächsische Schweiz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14290;Weißeritzkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14292;Kamenz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14365;Leipzig, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14374;Delitzsch, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14375;Döbeln, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14379;Leipziger Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14383;Muldentalkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;14389;Torgau-Oschatz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
